id,category,country,name,hit
7867159,Finanzstatus,germany,oracle country-specific audiences > germany > autos > in-market > body styles > luxury crossovers,luxury
7867158,Finanzstatus,germany,oracle country-specific audiences > germany > autos > in-market > body styles > luxury suvs,luxury
7864447,Finanzstatus,germany,oracle country-specific audiences > germany > b2b > demographic > high income,income
7868472,Finanzstatus,germany,oracle country-specific audiences > germany > b2b > firmographic > industry > financial & insurance services > fund management,insurance
7868468,Finanzstatus,germany,oracle country-specific audiences > germany > b2b > firmographic > industry > financial & insurance services > investment banking,insurance
7868469,Finanzstatus,germany,oracle country-specific audiences > germany > b2b > firmographic > industry > financial & insurance services > securities & commodities brokerage,insurance
7868470,Finanzstatus,germany,oracle country-specific audiences > germany > b2b > firmographic > industry > financial & insurance services > wealth management,insurance
7865741,Finanzstatus,germany,oracle country-specific audiences > germany > financial services > insurance > in-market > health insurance,insurance
7865748,Finanzstatus,germany,oracle country-specific audiences > germany > financial services > insurance > in-market > life insurance,insurance
7849531,Finanzstatus,germany,oracle country-specific audiences > germany > financial services > insurance > interest > health insurance,insurance
13724675,Finanzstatus,germany,schober > de > b2c > banking > household income > 1.300 eur - 2.600 eur,income
13724673,Finanzstatus,germany,schober > de > b2c > banking > household income > 2.600 eur - 3.600 eur,income
13724567,Finanzstatus,germany,schober > de > b2c > banking > household income > 3.600 eur - 5.000 eur,income
13724759,Finanzstatus,germany,schober > de > b2c > banking > household income > less than 1.300 eur,income
13724833,Finanzstatus,germany,schober > de > b2c > banking > household income > more than 5.000 eur,income
13724791,Finanzstatus,germany,schober > de > b2c > banking > income-oriented investor,income
13724606,Finanzstatus,germany,schober > de > b2c > demography > luxury,luxury
13724578,Finanzstatus,germany,schober > de > b2c > insurance > additional private health insurance,insurance
13724582,Finanzstatus,germany,schober > de > b2c > insurance > private health insurance,insurance
19502155,Finanzstatus,germany,semasio - ch (de): classic extended audience - automotive - interest in luxury cars & collectors,luxury
2167399,Finanzstatus,germany,semasio - de - demographic - income - between 2000 euros and 4000 euros,income
2167397,Finanzstatus,germany,semasio - de - demographic - income - under 2000 euros,income
2167398,Finanzstatus,germany,semasio - de - demographic - income - up to 4000 euros,income
18047604,Finanzstatus,germany,semasio - de: automotive - interest in luxury cars & collectors,luxury
22489653,Finanzstatus,germany,semasio - de: performance advertising - automotive - interest in luxury cars & collectors,luxury
25503493,Finanzstatus,germany,semasio - de: socio - household income - high - >4.000EUR,income
25503572,Finanzstatus,germany,semasio - de: socio - household income - lower than 2.000EUR,income
25503512,Finanzstatus,germany,semasio - de: socio - household income - medium - 2.000-4.000EUR,income
13660804,Finanzstatus,germany,unidesq_volvo_luxury_ch-de,luxury
15285880,Finanzstatus,germany,xaxisde_gs_predicts_luxuryautoenthus,luxury
1772522,Finanzstatus,germany,xaxisema_luxury_men_german,luxury
1772588,Finanzstatus,germany,xaxisema_luxury_watches_german,luxury
1772534,Finanzstatus,germany,xaxisema_luxury_women_german,luxury
2556788,Finanzstatus,germany,xaxisuk_luxury_men_german,luxury
2556790,Finanzstatus,germany,xaxisuk_luxury_watches_german,luxury
2556791,Finanzstatus,germany,xaxisuk_luxury_women_german,luxury
4861332,Finanzstatus,germany,xaxswitz_audi_q2_auto_luxury_de,luxury
4731675,Finanzstatus,germany,xaxswitz_vw_tiguan_luxury_de,luxury
23698091,Finanzstatus,germany,zeotap > germany > custom > irobot > germany > luxury wealth (interest & intent data),luxury
14511817,Finanzstatus,germany,zeotap > germany > interest > fashion & beauty > luxury,luxury
14511847,Finanzstatus,germany,zeotap > germany > interest > fashion & beauty > luxury,luxury
14511901,Finanzstatus,germany,zeotap > germany > interest > fashion & beauty > luxury,luxury
14530371,Finanzstatus,germany,zeotap > germany > interest > fashion & beauty > luxury,luxury
17117544,Finanzstatus,germany,"zeotap > germany > men, age 25-49 > interest luxury fashion",luxury
17094920,Finanzstatus,germany,zeotap > germany > purchase intent > automotive > luxury cars,luxury
14835269,Finanzstatus,germany,zeotap > germany > purchase intent > fashion & beauty > luxury,luxury
19745132,Finanzstatus,germany,zeotap > germany > purchase intent > high-end and luxury home items,luxury
17118110,Finanzstatus,germany,zeotap > germany > purchase intent > men's luxury fashion,luxury
15069270,Finanzstatus,germany,zeotap > germany > purchase intent > shopping > luxury items,luxury
17118130,Finanzstatus,germany,zeotap > germany > purchase intent > women's luxury fashion,luxury
17117886,Finanzstatus,germany,"zeotap > germany > women, age 25-49 > interest luxury fashion",luxury
24952580,Finanzstatus,italy,adsquare data alliance > it > black friday 2020 audiences > black friday 2020 - luxury shoppers,luxury
24967432,Finanzstatus,italy,adsquare data alliance > it > demographics > employment > job seeking,demograph
24967348,Finanzstatus,italy,adsquare data alliance > it > demographics > income > high income,income
25426501,Finanzstatus,italy,adsquare data alliance > it > demographics > income > low income,income
13829601,Finanzstatus,italy,adsquare data alliance > it > interests > style and fashion > jewellery and luxury watch buyers,luxury
13829594,Finanzstatus,italy,adsquare data alliance > it > interests > style and fashion > luxury shoppers,luxury
9987253,Finanzstatus,italy,branded data > factual - geopulse audiences > italy > behavioral - auto > in-market auto intenders - luxury cars,luxury
9987059,Finanzstatus,italy,branded data > factual - geopulse audiences > italy > behavioral - retail > luxury goods shoppers (affluent consumer),luxury
7892632,Finanzstatus,italy,branded data > mobilewalla > italy > general demography > average income,income
7892626,Finanzstatus,italy,branded data > mobilewalla > italy > general demography > high income,income
7892627,Finanzstatus,italy,branded data > mobilewalla > italy > general demography > low income,income
15964301,Finanzstatus,italy,data owners > experian it > mosaic audiences > income > family income: 0 - 15.000,income
15963793,Finanzstatus,italy,data owners > experian it > mosaic audiences > income > family income: 15.000 - 20.000,income
15964316,Finanzstatus,italy,data owners > experian it > mosaic audiences > income > family income: 20.000 - 24.000,income
15964364,Finanzstatus,italy,data owners > experian it > mosaic audiences > income > family income: 24.000 - 28.000,income
15964325,Finanzstatus,italy,data owners > experian it > mosaic audiences > income > family income: 28.000 - 32.000,income
15963806,Finanzstatus,italy,data owners > experian it > mosaic audiences > income > family income: 32.000 - 36.000,income
17657634,Finanzstatus,italy,data owners > experian it > mosaic audiences > income > family income: 36.000 - 40.000,income
17657662,Finanzstatus,italy,data owners > experian it > mosaic audiences > income > family income: 40.000 - 45.000,income
17657636,Finanzstatus,italy,data owners > experian it > mosaic audiences > income > family income: 45.000 - 50.000,income
17657633,Finanzstatus,italy,data owners > experian it > mosaic audiences > income > family income: > 50.000,income
16197114,Finanzstatus,italy,data owners > experian it > mosaic audiences > senior affluent,affluent
15963801,Finanzstatus,italy,data owners > experian it > premium audiences > income > 0 - 50.000,income
15963889,Finanzstatus,italy,data owners > experian it > premium audiences > income > 10.000 - 20.000,income
15964099,Finanzstatus,italy,data owners > experian it > premium audiences > income > 35.000 - 65.000,income
15964070,Finanzstatus,italy,data owners > experian it > premium audiences > income > 5.000 - 10.000,income
15963846,Finanzstatus,italy,data owners > experian it > premium audiences > income > 50.000 - 100.000,income
15963727,Finanzstatus,italy,data owners > experian it > premium audiences > income > >100.000,income
4075157,Finanzstatus,italy,international_eu - italy affluent households,affluent
4075606,Finanzstatus,italy,international_eu - italy credit level - excellent,credit ?(level|score|crunched)?
4075605,Finanzstatus,italy,international_eu - italy credit level - good,credit ?(level|score|crunched)?
4075603,Finanzstatus,italy,international_eu - italy credit level - poor,poor
4075062,Finanzstatus,italy,international_eu - italy homeowners insurance,insurance
4075060,Finanzstatus,italy,international_eu - italy life insurance,insurance
4075374,Finanzstatus,italy,international_eu - italy luxury cars,luxury
4075010,Finanzstatus,italy,international_eu - italy online shoppers luxury,luxury
4075637,Finanzstatus,italy,international_eu - italy relationship status - widowed,widow
4074997,Finanzstatus,italy,international_eu - italy shoppers cosmetics luxury,luxury
4075003,Finanzstatus,italy,international_eu - italy shoppers mens clothing luxury,luxury
4075000,Finanzstatus,italy,international_eu - italy shoppers womens clothing luxury,luxury
17756674,Finanzstatus,italy,litereacit_generali_life_insurance_it,insurance
13725590,Finanzstatus,italy,mobilewalla > it > general demography > average income,income
13725653,Finanzstatus,italy,mobilewalla > it > general demography > high income,income
13725584,Finanzstatus,italy,mobilewalla > it > general demography > low income,income
7848908,Finanzstatus,italy,"oracle country-specific audiences > italy (it) > auto, cars and trucks > in-market > body styles > cars > luxury cars ",luxury
7848932,Finanzstatus,italy,"oracle country-specific audiences > italy (it) > auto, cars and trucks > interest (affinity) > body styles > cars > luxury cars ",luxury
7865858,Finanzstatus,italy,oracle country-specific audiences > italy (it) > financial services > insurance > in-market > life insurance,insurance
7849642,Finanzstatus,italy,oracle country-specific audiences > italy (it) > financial services > insurance > interest (affinity) > life insurance,insurance
8573690,Finanzstatus,italy,oracle country-specific audiences > italy (it) > lifestyles > discretionary spenders (disposable income),income
8574832,Finanzstatus,italy,oracle country-specific audiences > italy (it) > lifestyles > discretionary spenders (disposable income) > young and hip,income
8576762,Finanzstatus,italy,oracle country-specific audiences > italy (it) > retail > shopping styles > type > luxury shoppers,luxury
7864872,Finanzstatus,italy,oracle country-specific audiences > italy > autos > in-market > body styles > luxury crossovers,luxury
7864873,Finanzstatus,italy,oracle country-specific audiences > italy > autos > in-market > body styles > luxury suvs,luxury
7864450,Finanzstatus,italy,oracle country-specific audiences > italy > b2b > demographic > high income,income
7868524,Finanzstatus,italy,oracle country-specific audiences > italy > b2b > firmographic > industry > financial & insurance services > fund management,insurance
7868520,Finanzstatus,italy,oracle country-specific audiences > italy > b2b > firmographic > industry > financial & insurance services > investment banking,insurance
7868521,Finanzstatus,italy,oracle country-specific audiences > italy > b2b > firmographic > industry > financial & insurance services > securities & commodities brokerage,insurance
7868522,Finanzstatus,italy,oracle country-specific audiences > italy > b2b > firmographic > industry > financial & insurance services > wealth management,insurance
24781714,Finanzstatus,italy,sublimeskinzltd_highspender_luxury_it,luxury
13660849,Finanzstatus,italy,unidesq_volvo_luxury_ch-it,luxury
1772525,Finanzstatus,italy,xaxisema_luxury_men_italian,luxury
1772592,Finanzstatus,italy,xaxisema_luxury_watches_italian,luxury
1772536,Finanzstatus,italy,xaxisema_luxury_women_italian,luxury
2556814,Finanzstatus,italy,xaxisuk_luxury_men_italian,luxury
2556816,Finanzstatus,italy,xaxisuk_luxury_watches_italian,luxury
2556817,Finanzstatus,italy,xaxisuk_luxury_women_italian,luxury
25825999,Finanzstatus,italy,xaxswitz_manor_men_30_59_luxury_fashion_it,luxury
4731703,Finanzstatus,italy,xaxswitz_vw_tiguan_luxury_it,luxury
15482519,Finanzstatus,italy,zeotap > italy > demographic data > income: high,income
11792912,Finanzstatus,italy,zeotap > italy > demographics > income: high,income
13711036,Finanzstatus,italy,zeotap > italy > interest > banking (loans/real estate/bank account/investments/debts/insurance),insurance
13711088,Finanzstatus,italy,zeotap > italy > interest > banking (loans/real estate/bank account/investments/debts/insurance),insurance
13711152,Finanzstatus,italy,zeotap > italy > interest > banking (loans/real estate/bank account/investments/debts/insurance),insurance
13765610,Finanzstatus,italy,zeotap > italy > interest > banking (loans/real estate/bank account/investments/debts/insurance),insurance
13765627,Finanzstatus,italy,zeotap > italy > interest > banking (loans/real estate/bank account/investments/debts/insurance),insurance
13765674,Finanzstatus,italy,zeotap > italy > interest > banking (loans/real estate/bank account/investments/debts/insurance),insurance
13765827,Finanzstatus,italy,zeotap > italy > interest > banking (loans/real estate/bank account/investments/debts/insurance),insurance
13765901,Finanzstatus,italy,zeotap > italy > interest > banking (loans/real estate/bank account/investments/debts/insurance),insurance
13766031,Finanzstatus,italy,zeotap > italy > interest > banking (loans/real estate/bank account/investments/debts/insurance),insurance
13766702,Finanzstatus,italy,zeotap > italy > interest > banking (loans/real estate/bank account/investments/debts/insurance),insurance
13766802,Finanzstatus,italy,zeotap > italy > interest > banking (loans/real estate/bank account/investments/debts/insurance),insurance
14691900,Finanzstatus,italy,zeotap > italy > interest > income: high,income
16788228,Finanzstatus,italy,zeotap > italy > interest > income: low,income
17050804,Finanzstatus,italy,zeotap > italy > interest > luxury,luxury
14326268,Finanzstatus,italy,zeotap > italy > purchase intent > fashion & beauty > luxury,luxury
24587387,Finanzstatus,italy,zeotap > italy > purchase intent > fashion & beauty > men's luxury fashion,luxury
15977758,Finanzstatus,italy,zeotap > italy > purchase intent > finance & investment > banking (real estate/investments/insurance/credits/debts/bank account),insurance
15902495,Finanzstatus,italy,zeotap > italy > purchase intent > luxury furnishing,luxury
16201244,Finanzstatus,italy,zeotap > italy > purchase intent > winter sales > luxury fashion,luxury
10180348,Finanzstatus,netherlands,branded data > mobilewalla > netherlands > general demography > average income,income
26357862,Finanzstatus,netherlands,dutchess_count_philly_income_75k_device_cookie,income
21780691,Finanzstatus,netherlands,eyeota - miq - nl experian - whooz - mosaic global - d - comfortable retirement,retir(ement|int|ee)
6988175,Finanzstatus,netherlands,eyeota - nl experian - whooz - mosaic global - d - comfortable retirement,retir(ement|int|ee)
19519735,Finanzstatus,netherlands,gh-nl_gps_xandr_da_generic_demographic_households-income-1.5x-modaal_plain,income
19519793,Finanzstatus,netherlands,gh-nl_gps_xandr_da_generic_demographic_households-income-1.5x-modaal_rich,income
19519857,Finanzstatus,netherlands,gh-nl_gps_xandr_da_generic_demographic_households-income-1.5x-modaal_video,income
19519736,Finanzstatus,netherlands,gh-nl_gps_xandr_da_generic_demographic_households-income-2x-modaal_plain,income
19519794,Finanzstatus,netherlands,gh-nl_gps_xandr_da_generic_demographic_households-income-2x-modaal_rich,income
19519858,Finanzstatus,netherlands,gh-nl_gps_xandr_da_generic_demographic_households-income-2x-modaal_video,income
19519733,Finanzstatus,netherlands,gh-nl_gps_xandr_da_generic_demographic_households-income-beneden-modaal_plain,income
19519791,Finanzstatus,netherlands,gh-nl_gps_xandr_da_generic_demographic_households-income-beneden-modaal_rich,income
19519854,Finanzstatus,netherlands,gh-nl_gps_xandr_da_generic_demographic_households-income-beneden-modaal_video,income
19519737,Finanzstatus,netherlands,gh-nl_gps_xandr_da_generic_demographic_households-income-meer-dan-2x-modaal_plain,income
19519795,Finanzstatus,netherlands,gh-nl_gps_xandr_da_generic_demographic_households-income-meer-dan-2x-modaal_rich,income
19519859,Finanzstatus,netherlands,gh-nl_gps_xandr_da_generic_demographic_households-income-meer-dan-2x-modaal_video,income
19519734,Finanzstatus,netherlands,gh-nl_gps_xandr_da_generic_demographic_households-income-modaal_plain,income
19519792,Finanzstatus,netherlands,gh-nl_gps_xandr_da_generic_demographic_households-income-modaal_rich,income
19519856,Finanzstatus,netherlands,gh-nl_gps_xandr_da_generic_demographic_households-income-modaal_video,income
19519751,Finanzstatus,netherlands,gh-nl_gps_xandr_da_generic_demographic_households-property-value-100.000-150.000_plain,demograph
19519810,Finanzstatus,netherlands,gh-nl_gps_xandr_da_generic_demographic_households-property-value-100.000-150.000_rich,demograph
19519876,Finanzstatus,netherlands,gh-nl_gps_xandr_da_generic_demographic_households-property-value-100.000-150.000_video,demograph
19519752,Finanzstatus,netherlands,gh-nl_gps_xandr_da_generic_demographic_households-property-value-150.000-200.000_plain,demograph
19519811,Finanzstatus,netherlands,gh-nl_gps_xandr_da_generic_demographic_households-property-value-150.000-200.000_rich,demograph
19519877,Finanzstatus,netherlands,gh-nl_gps_xandr_da_generic_demographic_households-property-value-150.000-200.000_video,demograph
19519753,Finanzstatus,netherlands,gh-nl_gps_xandr_da_generic_demographic_households-property-value-200.000-350.000_plain,demograph
19519812,Finanzstatus,netherlands,gh-nl_gps_xandr_da_generic_demographic_households-property-value-200.000-350.000_rich,demograph
19519878,Finanzstatus,netherlands,gh-nl_gps_xandr_da_generic_demographic_households-property-value-200.000-350.000_video,demograph
19519754,Finanzstatus,netherlands,gh-nl_gps_xandr_da_generic_demographic_households-property-value-350.000-500.000_plain,demograph
19519813,Finanzstatus,netherlands,gh-nl_gps_xandr_da_generic_demographic_households-property-value-350.000-500.000_rich,demograph
19519879,Finanzstatus,netherlands,gh-nl_gps_xandr_da_generic_demographic_households-property-value-350.000-500.000_video,demograph
19519750,Finanzstatus,netherlands,gh-nl_gps_xandr_da_generic_demographic_households-property-value-50.000-100.000_plain,demograph
19519809,Finanzstatus,netherlands,gh-nl_gps_xandr_da_generic_demographic_households-property-value-50.000-100.000_rich,demograph
19519875,Finanzstatus,netherlands,gh-nl_gps_xandr_da_generic_demographic_households-property-value-50.000-100.000_video,demograph
19519755,Finanzstatus,netherlands,gh-nl_gps_xandr_da_generic_demographic_households-property-value-500.000+_plain,demograph
19519814,Finanzstatus,netherlands,gh-nl_gps_xandr_da_generic_demographic_households-property-value-500.000+_rich,demograph
19519880,Finanzstatus,netherlands,gh-nl_gps_xandr_da_generic_demographic_households-property-value-500.000+_video,demograph
24883753,Finanzstatus,netherlands,gh-nl_gps_xandr_gh_all_household-income-2-times-modal-or-more_medium_temp,income
25641120,Finanzstatus,netherlands,gh-nl_gps_xandr_gh_specific_household-income-2-times-modal-or-more_high_audio-outstream_default,income
24642854,Finanzstatus,netherlands,gh-nl_gps_xandr_gh_specific_household-income-2-times-modal-or-more_high_display_default,income
25453919,Finanzstatus,netherlands,gh-nl_gps_xandr_gh_specific_household-income-2-times-modal-or-more_high_display_default,income
25642109,Finanzstatus,netherlands,gh-nl_gps_xandr_gh_specific_household-income-2-times-modal-or-more_high_instream_default,income
25641121,Finanzstatus,netherlands,gh-nl_gps_xandr_gh_specific_household-income-2-times-modal-or-more_low_audio-outstream_default,income
24642855,Finanzstatus,netherlands,gh-nl_gps_xandr_gh_specific_household-income-2-times-modal-or-more_low_display_default,income
25453920,Finanzstatus,netherlands,gh-nl_gps_xandr_gh_specific_household-income-2-times-modal-or-more_low_display_default,income
25642110,Finanzstatus,netherlands,gh-nl_gps_xandr_gh_specific_household-income-2-times-modal-or-more_low_instream_default,income
25641123,Finanzstatus,netherlands,gh-nl_gps_xandr_gh_specific_household-income-2-times-modal-or-more_medium_audio-outstream_default,income
24642856,Finanzstatus,netherlands,gh-nl_gps_xandr_gh_specific_household-income-2-times-modal-or-more_medium_display_default,income
25453921,Finanzstatus,netherlands,gh-nl_gps_xandr_gh_specific_household-income-2-times-modal-or-more_medium_display_default,income
25642111,Finanzstatus,netherlands,gh-nl_gps_xandr_gh_specific_household-income-2-times-modal-or-more_medium_instream_default,income
25641124,Finanzstatus,netherlands,gh-nl_gps_xandr_gh_specific_household-income-above-modal-till-2-times-modal_high_audio-outstream_default,income
24642857,Finanzstatus,netherlands,gh-nl_gps_xandr_gh_specific_household-income-above-modal-till-2-times-modal_high_display_default,income
25453922,Finanzstatus,netherlands,gh-nl_gps_xandr_gh_specific_household-income-above-modal-till-2-times-modal_high_display_default,income
25642112,Finanzstatus,netherlands,gh-nl_gps_xandr_gh_specific_household-income-above-modal-till-2-times-modal_high_instream_default,income
25641125,Finanzstatus,netherlands,gh-nl_gps_xandr_gh_specific_household-income-above-modal-till-2-times-modal_low_audio-outstream_default,income
24642858,Finanzstatus,netherlands,gh-nl_gps_xandr_gh_specific_household-income-above-modal-till-2-times-modal_low_display_default,income
25453924,Finanzstatus,netherlands,gh-nl_gps_xandr_gh_specific_household-income-above-modal-till-2-times-modal_low_display_default,income
25642113,Finanzstatus,netherlands,gh-nl_gps_xandr_gh_specific_household-income-above-modal-till-2-times-modal_low_instream_default,income
25641126,Finanzstatus,netherlands,gh-nl_gps_xandr_gh_specific_household-income-above-modal-till-2-times-modal_medium_audio-outstream_default,income
24642859,Finanzstatus,netherlands,gh-nl_gps_xandr_gh_specific_household-income-above-modal-till-2-times-modal_medium_display_default,income
25453925,Finanzstatus,netherlands,gh-nl_gps_xandr_gh_specific_household-income-above-modal-till-2-times-modal_medium_display_default,income
25642115,Finanzstatus,netherlands,gh-nl_gps_xandr_gh_specific_household-income-above-modal-till-2-times-modal_medium_instream_default,income
25641127,Finanzstatus,netherlands,gh-nl_gps_xandr_gh_specific_household-income-below-modal_high_audio-outstream_default,income
24642860,Finanzstatus,netherlands,gh-nl_gps_xandr_gh_specific_household-income-below-modal_high_display_default,income
25453927,Finanzstatus,netherlands,gh-nl_gps_xandr_gh_specific_household-income-below-modal_high_display_default,income
25642116,Finanzstatus,netherlands,gh-nl_gps_xandr_gh_specific_household-income-below-modal_high_instream_default,income
25641128,Finanzstatus,netherlands,gh-nl_gps_xandr_gh_specific_household-income-below-modal_low_audio-outstream_default,income
24642861,Finanzstatus,netherlands,gh-nl_gps_xandr_gh_specific_household-income-below-modal_low_display_default,income
25453929,Finanzstatus,netherlands,gh-nl_gps_xandr_gh_specific_household-income-below-modal_low_display_default,income
25642117,Finanzstatus,netherlands,gh-nl_gps_xandr_gh_specific_household-income-below-modal_low_instream_default,income
25641129,Finanzstatus,netherlands,gh-nl_gps_xandr_gh_specific_household-income-below-modal_medium_audio-outstream_default,income
24642862,Finanzstatus,netherlands,gh-nl_gps_xandr_gh_specific_household-income-below-modal_medium_display_default,income
25453930,Finanzstatus,netherlands,gh-nl_gps_xandr_gh_specific_household-income-below-modal_medium_display_default,income
25642118,Finanzstatus,netherlands,gh-nl_gps_xandr_gh_specific_household-income-below-modal_medium_instream_default,income
25641130,Finanzstatus,netherlands,gh-nl_gps_xandr_gh_specific_household-income-modal_high_audio-outstream_default,income
24642863,Finanzstatus,netherlands,gh-nl_gps_xandr_gh_specific_household-income-modal_high_display_default,income
25453931,Finanzstatus,netherlands,gh-nl_gps_xandr_gh_specific_household-income-modal_high_display_default,income
25642119,Finanzstatus,netherlands,gh-nl_gps_xandr_gh_specific_household-income-modal_high_instream_default,income
25641131,Finanzstatus,netherlands,gh-nl_gps_xandr_gh_specific_household-income-modal_low_audio-outstream_default,income
24642864,Finanzstatus,netherlands,gh-nl_gps_xandr_gh_specific_household-income-modal_low_display_default,income
25453932,Finanzstatus,netherlands,gh-nl_gps_xandr_gh_specific_household-income-modal_low_display_default,income
25642120,Finanzstatus,netherlands,gh-nl_gps_xandr_gh_specific_household-income-modal_low_instream_default,income
25641132,Finanzstatus,netherlands,gh-nl_gps_xandr_gh_specific_household-income-modal_medium_audio-outstream_default,income
24642865,Finanzstatus,netherlands,gh-nl_gps_xandr_gh_specific_household-income-modal_medium_display_default,income
25453933,Finanzstatus,netherlands,gh-nl_gps_xandr_gh_specific_household-income-modal_medium_display_default,income
25642121,Finanzstatus,netherlands,gh-nl_gps_xandr_gh_specific_household-income-modal_medium_instream_default,income
25641412,Finanzstatus,netherlands,gh-nl_non-gps_xandr_gh_specific_household-income-2-times-modal-or-more_high_audio-outstream_default,income
24643107,Finanzstatus,netherlands,gh-nl_non-gps_xandr_gh_specific_household-income-2-times-modal-or-more_high_display_default,income
25454211,Finanzstatus,netherlands,gh-nl_non-gps_xandr_gh_specific_household-income-2-times-modal-or-more_high_display_default,income
25642417,Finanzstatus,netherlands,gh-nl_non-gps_xandr_gh_specific_household-income-2-times-modal-or-more_high_instream_default,income
25641413,Finanzstatus,netherlands,gh-nl_non-gps_xandr_gh_specific_household-income-2-times-modal-or-more_low_audio-outstream_default,income
24643108,Finanzstatus,netherlands,gh-nl_non-gps_xandr_gh_specific_household-income-2-times-modal-or-more_low_display_default,income
25454212,Finanzstatus,netherlands,gh-nl_non-gps_xandr_gh_specific_household-income-2-times-modal-or-more_low_display_default,income
25642418,Finanzstatus,netherlands,gh-nl_non-gps_xandr_gh_specific_household-income-2-times-modal-or-more_low_instream_default,income
25641414,Finanzstatus,netherlands,gh-nl_non-gps_xandr_gh_specific_household-income-2-times-modal-or-more_medium_audio-outstream_default,income
24643109,Finanzstatus,netherlands,gh-nl_non-gps_xandr_gh_specific_household-income-2-times-modal-or-more_medium_display_default,income
25454213,Finanzstatus,netherlands,gh-nl_non-gps_xandr_gh_specific_household-income-2-times-modal-or-more_medium_display_default,income
25642419,Finanzstatus,netherlands,gh-nl_non-gps_xandr_gh_specific_household-income-2-times-modal-or-more_medium_instream_default,income
25641415,Finanzstatus,netherlands,gh-nl_non-gps_xandr_gh_specific_household-income-above-modal-till-2-times-modal_high_audio-outstream_default,income
24643110,Finanzstatus,netherlands,gh-nl_non-gps_xandr_gh_specific_household-income-above-modal-till-2-times-modal_high_display_default,income
25454214,Finanzstatus,netherlands,gh-nl_non-gps_xandr_gh_specific_household-income-above-modal-till-2-times-modal_high_display_default,income
25642420,Finanzstatus,netherlands,gh-nl_non-gps_xandr_gh_specific_household-income-above-modal-till-2-times-modal_high_instream_default,income
25641416,Finanzstatus,netherlands,gh-nl_non-gps_xandr_gh_specific_household-income-above-modal-till-2-times-modal_low_audio-outstream_default,income
24643111,Finanzstatus,netherlands,gh-nl_non-gps_xandr_gh_specific_household-income-above-modal-till-2-times-modal_low_display_default,income
25454215,Finanzstatus,netherlands,gh-nl_non-gps_xandr_gh_specific_household-income-above-modal-till-2-times-modal_low_display_default,income
25642421,Finanzstatus,netherlands,gh-nl_non-gps_xandr_gh_specific_household-income-above-modal-till-2-times-modal_low_instream_default,income
25641417,Finanzstatus,netherlands,gh-nl_non-gps_xandr_gh_specific_household-income-above-modal-till-2-times-modal_medium_audio-outstream_default,income
24643112,Finanzstatus,netherlands,gh-nl_non-gps_xandr_gh_specific_household-income-above-modal-till-2-times-modal_medium_display_default,income
25454216,Finanzstatus,netherlands,gh-nl_non-gps_xandr_gh_specific_household-income-above-modal-till-2-times-modal_medium_display_default,income
25642422,Finanzstatus,netherlands,gh-nl_non-gps_xandr_gh_specific_household-income-above-modal-till-2-times-modal_medium_instream_default,income
25641418,Finanzstatus,netherlands,gh-nl_non-gps_xandr_gh_specific_household-income-below-modal_high_audio-outstream_default,income
24643113,Finanzstatus,netherlands,gh-nl_non-gps_xandr_gh_specific_household-income-below-modal_high_display_default,income
25454217,Finanzstatus,netherlands,gh-nl_non-gps_xandr_gh_specific_household-income-below-modal_high_display_default,income
25642423,Finanzstatus,netherlands,gh-nl_non-gps_xandr_gh_specific_household-income-below-modal_high_instream_default,income
25641419,Finanzstatus,netherlands,gh-nl_non-gps_xandr_gh_specific_household-income-below-modal_low_audio-outstream_default,income
24643114,Finanzstatus,netherlands,gh-nl_non-gps_xandr_gh_specific_household-income-below-modal_low_display_default,income
25454218,Finanzstatus,netherlands,gh-nl_non-gps_xandr_gh_specific_household-income-below-modal_low_display_default,income
25642424,Finanzstatus,netherlands,gh-nl_non-gps_xandr_gh_specific_household-income-below-modal_low_instream_default,income
25641421,Finanzstatus,netherlands,gh-nl_non-gps_xandr_gh_specific_household-income-below-modal_medium_audio-outstream_default,income
24643115,Finanzstatus,netherlands,gh-nl_non-gps_xandr_gh_specific_household-income-below-modal_medium_display_default,income
25454219,Finanzstatus,netherlands,gh-nl_non-gps_xandr_gh_specific_household-income-below-modal_medium_display_default,income
25642426,Finanzstatus,netherlands,gh-nl_non-gps_xandr_gh_specific_household-income-below-modal_medium_instream_default,income
25641423,Finanzstatus,netherlands,gh-nl_non-gps_xandr_gh_specific_household-income-modal_high_audio-outstream_default,income
24643116,Finanzstatus,netherlands,gh-nl_non-gps_xandr_gh_specific_household-income-modal_high_display_default,income
25454220,Finanzstatus,netherlands,gh-nl_non-gps_xandr_gh_specific_household-income-modal_high_display_default,income
25642428,Finanzstatus,netherlands,gh-nl_non-gps_xandr_gh_specific_household-income-modal_high_instream_default,income
25641424,Finanzstatus,netherlands,gh-nl_non-gps_xandr_gh_specific_household-income-modal_low_audio-outstream_default,income
24643117,Finanzstatus,netherlands,gh-nl_non-gps_xandr_gh_specific_household-income-modal_low_display_default,income
25454221,Finanzstatus,netherlands,gh-nl_non-gps_xandr_gh_specific_household-income-modal_low_display_default,income
25642430,Finanzstatus,netherlands,gh-nl_non-gps_xandr_gh_specific_household-income-modal_low_instream_default,income
25641425,Finanzstatus,netherlands,gh-nl_non-gps_xandr_gh_specific_household-income-modal_medium_audio-outstream_default,income
24643118,Finanzstatus,netherlands,gh-nl_non-gps_xandr_gh_specific_household-income-modal_medium_display_default,income
